year,coo_id,coa_id,coo_name,coa_name,coo,coa,coo_iso,coa_iso,f_0_4,f_5_11,f_12_17,f_18_59,f_60,f_other,f_total,m_0_4,m_5_11,m_12_17,m_18_59,m_60,m_other,m_total,total
2014,147,70,Pakistan,United Kingdom of Great Britain and Northern Ireland,PAK,GBR,PAK,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9519
2015,147,70,Pakistan,United Kingdom of Great Britain and Northern Ireland,PAK,GBR,PAK,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9390
2016,147,70,Pakistan,United Kingdom of Great Britain and Northern Ireland,PAK,GBR,PAK,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9728
2017,147,70,Pakistan,United Kingdom of Great Britain and Northern Ireland,PAK,GBR,PAK,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9965
2018,147,70,Pakistan,United Kingdom of Great Britain and Northern Ireland,PAK,GBR,PAK,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10360
2019,147,70,Pakistan,United Kingdom of Great Britain and Northern Ireland,PAK,GBR,PAK,GBR,0,0,0,0,0,1140,1140,0,0,0,0,0,2770,2770,12074
2020,147,70,Pakistan,United Kingdom of Great Britain and Northern Ireland,PAK,GBR,PAK,GBR,0,0,0,0,0,1357,1357,0,0,0,0,0,2884,2884,12591
2021,147,70,Pakistan,United Kingdom of Great Britain and Northern Ireland,PAK,GBR,PAK,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12665
2022,147,70,Pakistan,United Kingdom of Great Britain and Northern Ireland,PAK,GBR,PAK,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13755
2023,147,70,Pakistan,United Kingdom of Great Britain and Northern Ireland,PAK,GBR,PAK,GBR,57,383,746,1936,617,0,3739,26,271,938,2931,617,0,4783,15963
2001,147,76,Pakistan,Greece,PAK,GRE,PAK,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282
2002,147,76,Pakistan,Greece,PAK,GRE,PAK,GRC,0,0,0,0,0,0,0,0,0,0,39,0,0,39,162
2003,147,76,Pakistan,Greece,PAK,GRE,PAK,GRC,0,0,0,0,0,0,0,0,5,0,102,0,0,107,510
2004,147,76,Pakistan,Greece,PAK,GRE,PAK,GRC,0,0,0,0,0,0,0,0,0,0,129,0,0,129,419
2005,147,76,Pakistan,Greece,PAK,GRE,PAK,GRC,0,0,0,7,0,0,7,0,0,5,50,0,0,55,298
2006,147,76,Pakistan,Greece,PAK,GRE,PAK,GRC,0,0,0,0,0,0,0,0,0,5,69,0,0,74,551
2007,147,76,Pakistan,Greece,PAK,GRE,PAK,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1931
2008,147,76,Pakistan,Greece,PAK,GRE,PAK,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
2009,147,76,Pakistan,Greece,PAK,GRE,PAK,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
2010,147,76,Pakistan,Greece,PAK,GRE,PAK,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27424
2011,147,76,Pakistan,Greece,PAK,GRE,PAK,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
2012,147,76,Pakistan,Greece,PAK,GRE,PAK,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
2013,147,76,Pakistan,Greece,PAK,GRE,PAK,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16139
2014,147,76,Pakistan,Greece,PAK,GRE,PAK,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1435
2015,147,76,Pakistan,Greece,PAK,GRE,PAK,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1582
2016,147,76,Pakistan,Greece,PAK,GRE,PAK,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4657
2017,147,76,Pakistan,Greece,PAK,GRE,PAK,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8431
2018,147,76,Pakistan,Greece,PAK,GRE,PAK,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10770
2019,147,76,Pakistan,Greece,PAK,GRE,PAK,GRC,0,0,0,0,0,116,116,0,0,0,0,0,5902,5902,7037
2020,147,76,Pakistan,Greece,PAK,GRE,PAK,GRC,0,0,0,0,0,113,113,0,0,0,0,0,5310,5310,6573
2021,147,76,Pakistan,Greece,PAK,GRE,PAK,GRC,0,0,0,0,0,50,50,0,0,0,0,0,3740,3740,5069
2022,147,76,Pakistan,Greece,PAK,GRE,PAK,GRC,0,0,0,0,0,39,39,0,0,0,0,0,2485,2485,3930
2023,147,76,Pakistan,Greece,PAK,GRE,PAK,GRC,88,104,57,345,9,30,633,70,124,106,512,7,1454,2273,2906
2001,147,94,Pakistan,Italy,PAK,ITA,PAK,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
2002,147,94,Pakistan,Italy,PAK,ITA,PAK,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
2003,147,94,Pakistan,Italy,PAK,ITA,PAK,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
2004,147,94,Pakistan,Italy,PAK,ITA,PAK,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
2005,147,94,Pakistan,Italy,PAK,ITA,PAK,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109
2006,147,94,Pakistan,Italy,PAK,ITA,PAK,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189
2007,147,94,Pakistan,Italy,PAK,ITA,PAK,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409
2008,147,94,Pakistan,Italy,PAK,ITA,PAK,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110
2009,147,94,Pakistan,Italy,PAK,ITA,PAK,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1840
2010,147,94,Pakistan,Italy,PAK,ITA,PAK,ITA,0,0,0,0,0,24,24,0,0,0,0,0,848,848,3164
2011,147,94,Pakistan,Italy,PAK,ITA,PAK,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1536
2012,147,94,Pakistan,Italy,PAK,ITA,PAK,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4264
2013,147,94,Pakistan,Italy,PAK,ITA,PAK,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5094
2014,147,94,Pakistan,Italy,PAK,ITA,PAK,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10830
2015,147,94,Pakistan,Italy,PAK,ITA,PAK,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17530
2016,147,94,Pakistan,Italy,PAK,ITA,PAK,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24751
2017,147,94,Pakistan,Italy,PAK,ITA,PAK,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27830
2018,147,94,Pakistan,Italy,PAK,ITA,PAK,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28750
2019,147,94,Pakistan,Italy,PAK,ITA,PAK,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27863
2020,147,94,Pakistan,Italy,PAK,ITA,PAK,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23899
2021,147,94,Pakistan,Italy,PAK,ITA,PAK,ITA,0,0,0,0,0,91,91,0,0,0,0,0,9171,9171,25832
2022,147,94,Pakistan,Italy,PAK,ITA,PAK,ITA,0,0,0,0,0,175,175,0,0,0,0,0,14142,14142,31420
2023,147,94,Pakistan,Italy,PAK,ITA,PAK,ITA,0,0,0,0,0,300,300,0,0,0,0,0,23690,23690,38527
2001,147,173,Pakistan,Spain,PAK,SPA,PAK,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
2002,147,173,Pakistan,Spain,PAK,SPA,PAK,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
2003,147,173,Pakistan,Spain,PAK,SPA,PAK,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
2004,147,173,Pakistan,Spain,PAK,SPA,PAK,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
2005,147,173,Pakistan,Spain,PAK,SPA,PAK,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
2006,147,173,Pakistan,Spain,PAK,SPA,PAK,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
2007,147,173,Pakistan,Spain,PAK,SPA,PAK,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
2008,147,173,Pakistan,Spain,PAK,SPA,PAK,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
2009,147,173,Pakistan,Spain,PAK,SPA,PAK,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
2010,147,173,Pakistan,Spain,PAK,SPA,PAK,ESP,0,0,0,0,0,5,5,0,0,0,0,0,29,29,119
2011,147,173,Pakistan,Spain,PAK,SPA,PAK,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
2012,147,173,Pakistan,Spain,PAK,SPA,PAK,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209
2013,147,173,Pakistan,Spain,PAK,SPA,PAK,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267
2014,147,173,Pakistan,Spain,PAK,SPA,PAK,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338
2015,147,173,Pakistan,Spain,PAK,SPA,PAK,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417
2016,147,173,Pakistan,Spain,PAK,SPA,PAK,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557
2017,147,173,Pakistan,Spain,PAK,SPA,PAK,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,707
2018,147,173,Pakistan,Spain,PAK,SPA,PAK,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1082
2019,147,173,Pakistan,Spain,PAK,SPA,PAK,ESP,0,0,0,0,0,90,90,0,0,0,0,0,1120,1120,1617
2020,147,173,Pakistan,Spain,PAK,SPA,PAK,ESP,0,0,0,0,0,495,495,0,0,0,0,0,605,605,1507
2021,147,173,Pakistan,Spain,PAK,SPA,PAK,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1068
2022,147,173,Pakistan,Spain,PAK,SPA,PAK,ESP,0,0,0,0,0,270,270,0,0,0,0,0,860,860,1130
2023,147,173,Pakistan,Spain,PAK,SPA,PAK,ESP,0,0,0,0,0,267,267,0,0,0,0,0,1368,1368,1635
2010,147,155,Pakistan,Portugal,PAK,POR,PAK,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2011,147,155,Pakistan,Portugal,PAK,POR,PAK,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2012,147,155,Pakistan,Portugal,PAK,POR,PAK,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2013,147,155,Pakistan,Portugal,PAK,POR,PAK,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
2014,147,155,Pakistan,Portugal,PAK,POR,PAK,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
2015,147,155,Pakistan,Portugal,PAK,POR,PAK,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
2016,147,155,Pakistan,Portugal,PAK,POR,PAK,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
2017,147,155,Pakistan,Portugal,PAK,POR,PAK,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
2018,147,155,Pakistan,Portugal,PAK,POR,PAK,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
2019,147,155,Pakistan,Portugal,PAK,POR,PAK,PRT,0,0,0,0,0,0,0,0,0,0,0,0,12,12,81
2020,147,155,Pakistan,Portugal,PAK,POR,PAK,PRT,0,0,0,0,0,0,0,0,0,0,0,0,9,9,91
2021,147,155,Pakistan,Portugal,PAK,POR,PAK,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
2022,147,155,Pakistan,Portugal,PAK,POR,PAK,PRT,0,0,0,0,0,20,20,0,0,0,0,0,40,40,823
2023,147,155,Pakistan,Portugal,PAK,POR,PAK,PRT,0,19,62,128,71,8,288,0,19,62,130,67,52,330,618
2002,147,196,Pakistan,Türkiye,PAK,TUR,PAK,TUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2005,147,196,Pakistan,Türkiye,PAK,TUR,PAK,TUR,0,5,0,0,0,0,5,0,0,5,0,0,0,5,10
2006,147,196,Pakistan,Türkiye,PAK,TUR,PAK,TUR,0,12,0,0,0,0,12,0,0,0,0,0,0,0,12
2007,147,196,Pakistan,Türkiye,PAK,TUR,PAK,TUR,12,26,0,0,0,0,38,0,0,0,0,0,0,0,38
2008,147,196,Pakistan,Türkiye,PAK,TUR,PAK,TUR,0,0,0,0,0,0,0,0,0,0,20,0,0,20,20
2009,147,196,Pakistan,Türkiye,PAK,TUR,PAK,TUR,10,0,0,0,0,0,10,0,12,0,42,0,0,54,64
2010,147,196,Pakistan,Türkiye,PAK,TUR,PAK,TUR,0,0,0,9,0,0,9,0,0,5,31,0,0,36,45
2011,147,196,Pakistan,Türkiye,PAK,TUR,PAK,TUR,0,0,6,0,0,0,6,0,0,0,34,0,0,34,40
2012,147,196,Pakistan,Türkiye,PAK,TUR,PAK,TUR,0,0,13,5,0,0,18,0,0,11,27,0,0,38,56
2013,147,196,Pakistan,Türkiye,PAK,TUR,PAK,TUR,0,0,0,19,0,0,19,0,0,10,36,0,0,46,563
2014,147,196,Pakistan,Türkiye,PAK,TUR,PAK,TUR,21,5,20,44,0,0,90,11,25,34,1696,0,0,1766,1856
2015,147,196,Pakistan,Türkiye,PAK,TUR,PAK,TUR,10,27,16,46,0,0,99,0,36,10,1869,0,0,1915,2014
2016,147,196,Pakistan,Türkiye,PAK,TUR,PAK,TUR,6,34,26,36,0,0,102,5,32,11,680,0,0,728,830
2017,147,196,Pakistan,Türkiye,PAK,TUR,PAK,TUR,12,43,39,71,0,0,165,19,27,25,1454,0,0,1525,1690
2018,147,196,Pakistan,Türkiye,PAK,TUR,PAK,TUR,12,28,48,100,0,0,188,5,34,31,2096,0,0,2166,2354
2001,106,202,Liberia,United States of America,LBR,USA,LBR,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15974
2002,106,202,Liberia,United States of America,LBR,USA,LBR,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16343
2003,106,202,Liberia,United States of America,LBR,USA,LBR,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16742
2004,106,202,Liberia,United States of America,LBR,USA,LBR,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20386
2005,106,202,Liberia,United States of America,LBR,USA,LBR,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22120
2006,106,202,Liberia,United States of America,LBR,USA,LBR,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34516
2007,106,202,Liberia,United States of America,LBR,USA,LBR,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12752
2008,106,202,Liberia,United States of America,LBR,USA,LBR,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11556
2009,106,202,Liberia,United States of America,LBR,USA,LBR,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9982
2010,106,202,Liberia,United States of America,LBR,USA,LBR,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3930
2011,106,202,Liberia,United States of America,LBR,USA,LBR,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2996
2012,106,202,Liberia,United States of America,LBR,USA,LBR,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2192
2013,106,202,Liberia,United States of America,LBR,USA,LBR,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1880
2014,106,202,Liberia,United States of America,LBR,USA,LBR,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1778
2015,106,202,Liberia,United States of America,LBR,USA,LBR,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1744
2016,106,202,Liberia,United States of America,LBR,USA,LBR,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1861
2017,106,202,Liberia,United States of America,LBR,USA,LBR,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2135
2018,106,202,Liberia,United States of America,LBR,USA,LBR,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2237
2019,106,202,Liberia,United States of America,LBR,USA,LBR,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2316
2020,106,202,Liberia,United States of America,LBR,USA,LBR,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2393
2021,106,202,Liberia,United States of America,LBR,USA,LBR,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2415
2022,106,202,Liberia,United States of America,LBR,USA,LBR,USA,0,5,5,140,5,0,155,0,10,5,92,10,0,117,2275
2023,106,202,Liberia,United States of America,LBR,USA,LBR,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2234
2001,106,72,Liberia,Germany,LBR,GFR,LBR,DEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
2002,106,72,Liberia,Germany,LBR,GFR,LBR,DEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,936
2003,106,72,Liberia,Germany,LBR,GFR,LBR,DEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240
2004,106,72,Liberia,Germany,LBR,GFR,LBR,DEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,993
2005,106,72,Liberia,Germany,LBR,GFR,LBR,DEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1031
2006,106,72,Liberia,Germany,LBR,GFR,LBR,DEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301
2007,106,72,Liberia,Germany,LBR,GFR,LBR,DEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291
2008,106,72,Liberia,Germany,LBR,GFR,LBR,DEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566
2009,106,72,Liberia,Germany,LBR,GFR,LBR,DEU,0,14,26,166,0,0,206,0,20,32,516,10,0,578,784
2010,106,72,Liberia,Germany,LBR,GFR,LBR,DEU,0,14,26,154,0,0,194,12,16,16,468,12,0,524,718
2011,106,72,Liberia,Germany,LBR,GFR,LBR,DEU,0,0,9,69,0,0,78,0,0,13,209,6,0,228,306
2012,106,72,Liberia,Germany,LBR,GFR,LBR,DEU,0,0,8,73,0,0,81,5,5,6,232,7,0,255,336
2013,106,72,Liberia,Germany,LBR,GFR,LBR,DEU,5,0,5,25,0,0,35,5,0,5,103,0,0,113,148
2014,106,72,Liberia,Germany,LBR,GFR,LBR,DEU,8,0,5,30,0,0,43,5,0,5,120,0,0,130,173
2015,106,72,Liberia,Germany,LBR,GFR,LBR,DEU,10,0,0,39,0,0,49,8,0,0,146,5,0,159,208
2016,106,72,Liberia,Germany,LBR,GFR,LBR,DEU,8,5,0,44,0,0,57,7,0,5,249,0,0,261,318
2017,106,72,Liberia,Germany,LBR,GFR,LBR,DEU,13,0,0,51,0,0,64,5,5,10,290,0,0,310,374
2018,106,72,Liberia,Germany,LBR,GFR,LBR,DEU,11,6,5,74,0,0,96,9,7,15,331,5,0,367,463
2019,106,72,Liberia,Germany,LBR,GFR,LBR,DEU,19,6,0,81,0,0,106,24,6,13,320,5,0,368,474
2020,106,72,Liberia,Germany,LBR,GFR,LBR,DEU,20,11,0,84,0,0,115,30,6,0,319,0,0,355,470
2021,106,72,Liberia,Germany,LBR,GFR,LBR,DEU,31,13,0,89,0,0,133,25,7,0,254,5,0,291,424
2022,106,72,Liberia,Germany,LBR,GFR,LBR,DEU,23,14,0,100,0,5,142,26,0,5,217,5,10,263,405
2023,106,72,Liberia,Germany,LBR,GFR,LBR,DEU,43,21,5,175,0,0,244,40,8,11,269,8,0,336,585
2001,106,64,Liberia,France,LBR,FRA,LBR,FRA,0,0,0,0,0,51,51,0,0,0,0,0,100,100,151
2002,106,64,Liberia,France,LBR,FRA,LBR,FRA,0,0,0,0,0,46,46,0,0,0,0,0,102,102,148
2003,106,64,Liberia,France,LBR,FRA,LBR,FRA,0,0,0,0,0,46,46,0,0,0,0,0,108,108,154
2004,106,64,Liberia,France,LBR,FRA,LBR,FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
2005,106,64,Liberia,France,LBR,FRA,LBR,FRA,0,0,0,0,0,52,52,0,0,0,0,0,140,140,192
2006,106,64,Liberia,France,LBR,FRA,LBR,FRA,0,0,0,0,0,52,52,0,0,0,0,0,151,151,203
2007,106,64,Liberia,France,LBR,FRA,LBR,FRA,0,0,0,0,0,54,54,0,0,0,0,0,154,154,208
2008,106,64,Liberia,France,LBR,FRA,LBR,FRA,0,0,0,0,0,112,112,0,0,0,0,0,310,310,422
2009,106,64,Liberia,France,LBR,FRA,LBR,FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442
2010,106,64,Liberia,France,LBR,FRA,LBR,FRA,0,0,0,0,0,130,130,0,0,0,0,0,320,320,450
2011,106,64,Liberia,France,LBR,FRA,LBR,FRA,0,0,0,0,0,66,66,0,0,0,0,0,162,162,228
2012,106,64,Liberia,France,LBR,FRA,LBR,FRA,0,0,0,0,0,68,68,0,0,0,0,0,159,159,227
2013,106,64,Liberia,France,LBR,FRA,LBR,FRA,0,0,0,0,0,67,67,0,0,0,0,0,161,161,243
2014,106,64,Liberia,France,LBR,FRA,LBR,FRA,0,0,0,0,0,66,66,0,0,0,0,0,155,155,237
2015,106,64,Liberia,France,LBR,FRA,LBR,FRA,0,0,0,0,0,65,65,0,0,0,0,0,153,153,252
2016,106,64,Liberia,France,LBR,FRA,LBR,FRA,0,0,0,0,0,69,69,0,0,0,0,0,160,160,237
2017,106,64,Liberia,France,LBR,FRA,LBR,FRA,0,0,0,0,0,73,73,0,0,0,0,0,159,159,256
2018,106,64,Liberia,France,LBR,FRA,LBR,FRA,0,0,0,0,0,74,74,0,0,0,0,0,165,165,274
2019,106,64,Liberia,France,LBR,FRA,LBR,FRA,0,0,0,0,0,76,76,0,0,0,0,0,171,171,268
2020,106,64,Liberia,France,LBR,FRA,LBR,FRA,0,0,0,0,0,5,5,0,0,0,0,0,9,9,266
2021,106,64,Liberia,France,LBR,FRA,LBR,FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356
2022,106,64,Liberia,France,LBR,FRA,LBR,FRA,0,0,0,0,0,131,131,0,0,0,0,0,236,236,409
2023,106,64,Liberia,France,LBR,FRA,LBR,FRA,0,0,0,0,0,149,149,0,0,0,0,0,248,248,433
2001,106,184,Liberia,Switzerland,LBR,SWI,LBR,CHE,5,0,0,0,0,0,5,0,0,0,15,0,0,15,29
2002,106,184,Liberia,Switzerland,LBR,SWI,LBR,CHE,0,0,0,8,0,0,8,0,7,0,79,0,0,86,101
2003,106,184,Liberia,Switzerland,LBR,SWI,LBR,CHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304
2004,106,184,Liberia,Switzerland,LBR,SWI,LBR,CHE,0,0,0,11,0,7,18,0,8,8,69,0,0,85,103
2005,106,184,Liberia,Switzerland,LBR,SWI,LBR,CHE,0,0,0,5,0,6,11,0,0,0,10,0,6,16,57
2006,106,184,Liberia,Switzerland,LBR,SWI,LBR,CHE,0,0,0,0,0,15,15,0,0,0,0,0,15,15,43
2007,106,184,Liberia,Switzerland,LBR,SWI,LBR,CHE,0,0,0,22,0,14,36,0,0,0,38,0,14,52,88
2008,106,184,Liberia,Switzerland,LBR,SWI,LBR,CHE,10,0,0,22,0,18,50,10,0,10,56,0,14,90,140
2009,106,184,Liberia,Switzerland,LBR,SWI,LBR,CHE,10,0,0,24,0,16,50,0,10,10,60,0,14,94,144
2010,106,184,Liberia,Switzerland,LBR,SWI,LBR,CHE,5,0,0,17,0,9,31,0,5,0,38,0,7,50,81
2011,106,184,Liberia,Switzerland,LBR,SWI,LBR,CHE,0,5,0,18,0,12,35,5,5,0,37,0,8,55,90
2012,106,184,Liberia,Switzerland,LBR,SWI,LBR,CHE,0,6,0,16,0,12,34,0,5,5,35,0,8,53,87
2013,106,184,Liberia,Switzerland,LBR,SWI,LBR,CHE,0,6,0,14,0,12,32,0,5,0,39,0,9,53,85
2014,106,184,Liberia,Switzerland,LBR,SWI,LBR,CHE,0,6,0,14,0,8,28,0,5,0,32,0,10,47,75
2015,106,184,Liberia,Switzerland,LBR,SWI,LBR,CHE,0,7,0,10,0,11,28,0,6,0,22,0,8,36,64
2016,106,184,Liberia,Switzerland,LBR,SWI,LBR,CHE,0,5,0,7,0,9,21,0,5,0,21,0,10,36,57
2017,106,184,Liberia,Switzerland,LBR,SWI,LBR,CHE,0,5,0,8,0,9,22,0,5,0,17,0,9,31,53
2018,106,184,Liberia,Switzerland,LBR,SWI,LBR,CHE,5,0,5,8,0,8,26,0,5,0,7,0,8,20,46
2019,106,184,Liberia,Switzerland,LBR,SWI,LBR,CHE,0,0,5,5,0,0,10,0,0,0,11,0,0,11,37
2020,106,184,Liberia,Switzerland,LBR,SWI,LBR,CHE,0,0,0,7,0,0,7,0,0,0,10,0,0,10,33
2021,106,184,Liberia,Switzerland,LBR,SWI,LBR,CHE,0,0,0,7,0,0,7,0,0,0,9,0,0,9,32
2022,106,184,Liberia,Switzerland,LBR,SWI,LBR,CHE,0,0,0,5,0,5,10,0,0,0,11,0,0,11,37
2023,106,184,Liberia,Switzerland,LBR,SWI,LBR,CHE,0,0,0,5,0,8,13,0,0,0,23,0,9,32,45
2001,106,183,Liberia,Sweden,LBR,SWE,LBR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
2002,106,183,Liberia,Sweden,LBR,SWE,LBR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
2003,106,183,Liberia,Sweden,LBR,SWE,LBR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232
2004,106,183,Liberia,Sweden,LBR,SWE,LBR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235
2005,106,183,Liberia,Sweden,LBR,SWE,LBR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219
2006,106,183,Liberia,Sweden,LBR,SWE,LBR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207
2007,106,183,Liberia,Sweden,LBR,SWE,LBR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
2008,106,183,Liberia,Sweden,LBR,SWE,LBR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
2009,106,183,Liberia,Sweden,LBR,SWE,LBR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
2010,106,183,Liberia,Sweden,LBR,SWE,LBR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
2011,106,183,Liberia,Sweden,LBR,SWE,LBR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
2012,106,183,Liberia,Sweden,LBR,SWE,LBR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
2013,106,183,Liberia,Sweden,LBR,SWE,LBR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
2014,106,183,Liberia,Sweden,LBR,SWE,LBR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
2015,106,183,Liberia,Sweden,LBR,SWE,LBR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
2016,106,183,Liberia,Sweden,LBR,SWE,LBR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
2017,106,183,Liberia,Sweden,LBR,SWE,LBR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
