year,coo_id,coa_id,coo_name,coa_name,coo,coa,coo_iso,coa_iso,f_0_4,f_5_11,f_12_17,f_18_59,f_60,f_other,f_total,m_0_4,m_5_11,m_12_17,m_18_59,m_60,m_other,m_total,total
2023,185,72,Syrian Arab Rep.,Germany,SYR,GFR,SYR,DEU,28378,53759,37545,154912,10751,0,285345,30013,58022,49949,341214,13279,8,492485,778454
2001,185,64,Syrian Arab Rep.,France,SYR,FRA,SYR,FRA,0,0,0,0,0,49,49,0,0,0,0,0,143,143,192
2002,185,64,Syrian Arab Rep.,France,SYR,FRA,SYR,FRA,0,0,0,0,0,50,50,0,0,0,0,0,157,157,207
2003,185,64,Syrian Arab Rep.,France,SYR,FRA,SYR,FRA,0,0,0,0,0,44,44,0,0,0,0,0,147,147,191
2004,185,64,Syrian Arab Rep.,France,SYR,FRA,SYR,FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205
2005,185,64,Syrian Arab Rep.,France,SYR,FRA,SYR,FRA,0,0,0,0,0,48,48,0,0,0,0,0,165,165,213
2006,185,64,Syrian Arab Rep.,France,SYR,FRA,SYR,FRA,0,0,0,0,0,46,46,0,0,0,0,0,170,170,216
2007,185,64,Syrian Arab Rep.,France,SYR,FRA,SYR,FRA,0,0,0,0,0,45,45,0,0,0,0,0,172,172,217
2008,185,64,Syrian Arab Rep.,France,SYR,FRA,SYR,FRA,0,0,0,0,0,110,110,0,0,0,0,0,356,356,466
2009,185,64,Syrian Arab Rep.,France,SYR,FRA,SYR,FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488
2010,185,64,Syrian Arab Rep.,France,SYR,FRA,SYR,FRA,0,0,0,0,0,144,144,0,0,0,0,0,416,416,560
2011,185,64,Syrian Arab Rep.,France,SYR,FRA,SYR,FRA,0,0,0,0,0,98,98,0,0,0,0,0,253,253,351
2012,185,64,Syrian Arab Rep.,France,SYR,FRA,SYR,FRA,0,0,0,0,0,179,179,0,0,0,0,0,461,461,640
2013,185,64,Syrian Arab Rep.,France,SYR,FRA,SYR,FRA,0,0,0,0,0,522,522,0,0,0,0,0,952,952,1817
2014,185,64,Syrian Arab Rep.,France,SYR,FRA,SYR,FRA,0,0,0,0,0,1134,1134,0,0,0,0,0,1748,1748,4121
2015,185,64,Syrian Arab Rep.,France,SYR,FRA,SYR,FRA,0,0,0,0,0,2110,2110,0,0,0,0,0,3069,3069,7890
2016,185,64,Syrian Arab Rep.,France,SYR,FRA,SYR,FRA,0,0,0,0,0,3881,3881,0,0,0,0,0,5110,5110,11140
2017,185,64,Syrian Arab Rep.,France,SYR,FRA,SYR,FRA,0,0,0,0,0,5578,5578,0,0,0,0,0,6942,6942,14914
2018,185,64,Syrian Arab Rep.,France,SYR,FRA,SYR,FRA,0,0,0,0,0,7194,7194,0,0,0,0,0,8628,8628,19174
2019,185,64,Syrian Arab Rep.,France,SYR,FRA,SYR,FRA,0,0,0,0,0,8347,8347,0,0,0,0,0,9897,9897,21488
2020,185,64,Syrian Arab Rep.,France,SYR,FRA,SYR,FRA,0,0,0,0,0,802,802,0,0,0,0,0,1785,1785,24436
2021,185,64,Syrian Arab Rep.,France,SYR,FRA,SYR,FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38744
2022,185,64,Syrian Arab Rep.,France,SYR,FRA,SYR,FRA,0,0,0,0,0,18692,18692,0,0,0,0,0,21647,21647,41331
2023,185,64,Syrian Arab Rep.,France,SYR,FRA,SYR,FRA,0,0,0,0,0,20165,20165,0,0,0,0,0,23565,23565,44590
2001,185,184,Syrian Arab Rep.,Switzerland,SYR,SWI,SYR,CHE,10,12,10,30,0,69,131,16,9,7,91,0,88,211,342
2002,185,184,Syrian Arab Rep.,Switzerland,SYR,SWI,SYR,CHE,7,18,15,63,0,48,151,21,23,20,87,0,55,206,434
2003,185,184,Syrian Arab Rep.,Switzerland,SYR,SWI,SYR,CHE,0,0,0,0,0,44,44,0,0,0,0,0,53,53,313
2004,185,184,Syrian Arab Rep.,Switzerland,SYR,SWI,SYR,CHE,6,14,5,33,0,50,108,11,14,13,78,0,61,177,285
2005,185,184,Syrian Arab Rep.,Switzerland,SYR,SWI,SYR,CHE,8,6,6,35,0,50,105,9,17,14,85,0,64,189,385
2006,185,184,Syrian Arab Rep.,Switzerland,SYR,SWI,SYR,CHE,0,0,0,0,0,139,139,0,0,0,0,0,249,249,505
2007,185,184,Syrian Arab Rep.,Switzerland,SYR,SWI,SYR,CHE,52,68,28,228,0,140,516,80,108,66,512,0,176,942,1458
2008,185,184,Syrian Arab Rep.,Switzerland,SYR,SWI,SYR,CHE,102,140,44,382,0,180,848,146,166,88,914,10,230,1554,2402
2009,185,184,Syrian Arab Rep.,Switzerland,SYR,SWI,SYR,CHE,126,138,66,416,10,220,976,148,200,116,1044,10,274,1792,2768
2010,185,184,Syrian Arab Rep.,Switzerland,SYR,SWI,SYR,CHE,78,78,34,249,0,120,559,83,107,70,568,5,161,994,1553
2011,185,184,Syrian Arab Rep.,Switzerland,SYR,SWI,SYR,CHE,104,98,50,321,0,161,734,122,142,92,832,5,213,1406,2140
2012,185,184,Syrian Arab Rep.,Switzerland,SYR,SWI,SYR,CHE,103,115,60,371,5,430,1084,135,142,87,1016,16,603,1999,3083
2013,185,184,Syrian Arab Rep.,Switzerland,SYR,SWI,SYR,CHE,238,257,149,807,53,306,1810,238,339,213,1632,48,389,2859,4861
2014,185,184,Syrian Arab Rep.,Switzerland,SYR,SWI,SYR,CHE,431,540,316,1630,154,586,3657,478,601,425,2321,117,871,4813,8662
2015,185,184,Syrian Arab Rep.,Switzerland,SYR,SWI,SYR,CHE,294,394,289,1386,178,251,2792,317,443,366,2478,115,124,3843,13157
2016,185,184,Syrian Arab Rep.,Switzerland,SYR,SWI,SYR,CHE,577,755,443,2370,216,2124,6485,654,795,616,3399,153,2915,8532,15017
2017,185,184,Syrian Arab Rep.,Switzerland,SYR,SWI,SYR,CHE,598,811,469,2507,227,3802,8414,622,885,591,3329,173,2817,8417,16831
2018,185,184,Syrian Arab Rep.,Switzerland,SYR,SWI,SYR,CHE,555,769,511,2425,236,3731,8227,560,867,555,3181,185,4779,10127,18354
2019,185,184,Syrian Arab Rep.,Switzerland,SYR,SWI,SYR,CHE,521,746,481,2358,253,0,4359,499,849,565,3040,194,0,5147,19673
2020,185,184,Syrian Arab Rep.,Switzerland,SYR,SWI,SYR,CHE,435,664,474,2172,260,0,4005,420,752,546,2801,200,0,4719,20105
2021,185,184,Syrian Arab Rep.,Switzerland,SYR,SWI,SYR,CHE,366,622,460,2042,266,0,3756,339,707,490,2625,216,0,4377,20401
2022,185,184,Syrian Arab Rep.,Switzerland,SYR,SWI,SYR,CHE,284,533,409,1923,269,0,3418,290,589,502,2579,235,10,4205,20794
2023,185,184,Syrian Arab Rep.,Switzerland,SYR,SWI,SYR,CHE,224,457,379,1766,282,6361,9469,241,524,505,2522,255,7521,11568,21037
2001,185,183,Syrian Arab Rep.,Sweden,SYR,SWE,SYR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1268
2002,185,183,Syrian Arab Rep.,Sweden,SYR,SWE,SYR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1841
2003,185,183,Syrian Arab Rep.,Sweden,SYR,SWE,SYR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1934
2004,185,183,Syrian Arab Rep.,Sweden,SYR,SWE,SYR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1546
2005,185,183,Syrian Arab Rep.,Sweden,SYR,SWE,SYR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1399
2006,185,183,Syrian Arab Rep.,Sweden,SYR,SWE,SYR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1527
2007,185,183,Syrian Arab Rep.,Sweden,SYR,SWE,SYR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3250
2008,185,183,Syrian Arab Rep.,Sweden,SYR,SWE,SYR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3402
2009,185,183,Syrian Arab Rep.,Sweden,SYR,SWE,SYR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3424
2010,185,183,Syrian Arab Rep.,Sweden,SYR,SWE,SYR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1540
2011,185,183,Syrian Arab Rep.,Sweden,SYR,SWE,SYR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1691
2012,185,183,Syrian Arab Rep.,Sweden,SYR,SWE,SYR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9802
2013,185,183,Syrian Arab Rep.,Sweden,SYR,SWE,SYR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24792
2014,185,183,Syrian Arab Rep.,Sweden,SYR,SWE,SYR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53296
2015,185,183,Syrian Arab Rep.,Sweden,SYR,SWE,SYR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101993
2016,185,183,Syrian Arab Rep.,Sweden,SYR,SWE,SYR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103999
2017,185,183,Syrian Arab Rep.,Sweden,SYR,SWE,SYR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107145
2018,185,183,Syrian Arab Rep.,Sweden,SYR,SWE,SYR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111696
2019,185,183,Syrian Arab Rep.,Sweden,SYR,SWE,SYR,SWE,0,0,0,0,0,922,922,0,0,0,0,0,1304,1304,115644
2020,185,183,Syrian Arab Rep.,Sweden,SYR,SWE,SYR,SWE,0,0,0,0,0,602,602,0,0,0,0,0,942,942,116153
2021,185,183,Syrian Arab Rep.,Sweden,SYR,SWE,SYR,SWE,0,0,0,0,0,577,577,0,0,0,0,0,933,933,116743
2022,185,183,Syrian Arab Rep.,Sweden,SYR,SWE,SYR,SWE,0,0,0,0,0,447,447,0,0,0,0,0,786,786,112432
2023,185,183,Syrian Arab Rep.,Sweden,SYR,SWE,SYR,SWE,1790,5728,4899,28347,1819,377,42960,1558,5056,5922,38463,1291,479,52769,95729
2003,185,70,Syrian Arab Rep.,United Kingdom of Great Britain and Northern Ireland,SYR,GBR,SYR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2004,185,70,Syrian Arab Rep.,United Kingdom of Great Britain and Northern Ireland,SYR,GBR,SYR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
2005,185,70,Syrian Arab Rep.,United Kingdom of Great Britain and Northern Ireland,SYR,GBR,SYR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208
2006,185,70,Syrian Arab Rep.,United Kingdom of Great Britain and Northern Ireland,SYR,GBR,SYR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286
2007,185,70,Syrian Arab Rep.,United Kingdom of Great Britain and Northern Ireland,SYR,GBR,SYR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364
2008,185,70,Syrian Arab Rep.,United Kingdom of Great Britain and Northern Ireland,SYR,GBR,SYR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,790
2009,185,70,Syrian Arab Rep.,United Kingdom of Great Britain and Northern Ireland,SYR,GBR,SYR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,920
2010,185,70,Syrian Arab Rep.,United Kingdom of Great Britain and Northern Ireland,SYR,GBR,SYR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998
2011,185,70,Syrian Arab Rep.,United Kingdom of Great Britain and Northern Ireland,SYR,GBR,SYR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032
2012,185,70,Syrian Arab Rep.,United Kingdom of Great Britain and Northern Ireland,SYR,GBR,SYR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2106
2013,185,70,Syrian Arab Rep.,United Kingdom of Great Britain and Northern Ireland,SYR,GBR,SYR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3810
2014,185,70,Syrian Arab Rep.,United Kingdom of Great Britain and Northern Ireland,SYR,GBR,SYR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5902
2015,185,70,Syrian Arab Rep.,United Kingdom of Great Britain and Northern Ireland,SYR,GBR,SYR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8144
2016,185,70,Syrian Arab Rep.,United Kingdom of Great Britain and Northern Ireland,SYR,GBR,SYR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9279
2017,185,70,Syrian Arab Rep.,United Kingdom of Great Britain and Northern Ireland,SYR,GBR,SYR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9674
2018,185,70,Syrian Arab Rep.,United Kingdom of Great Britain and Northern Ireland,SYR,GBR,SYR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10405
2019,185,70,Syrian Arab Rep.,United Kingdom of Great Britain and Northern Ireland,SYR,GBR,SYR,GBR,0,0,0,0,0,339,339,0,0,0,0,0,889,889,11617
2020,185,70,Syrian Arab Rep.,United Kingdom of Great Britain and Northern Ireland,SYR,GBR,SYR,GBR,0,0,0,0,0,714,714,0,0,0,0,0,1517,1517,13150
2021,185,70,Syrian Arab Rep.,United Kingdom of Great Britain and Northern Ireland,SYR,GBR,SYR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16775
2022,185,70,Syrian Arab Rep.,United Kingdom of Great Britain and Northern Ireland,SYR,GBR,SYR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20054
2023,185,70,Syrian Arab Rep.,United Kingdom of Great Britain and Northern Ireland,SYR,GBR,SYR,GBR,119,793,1547,4016,1279,0,7754,53,561,1949,6079,1281,0,9923,22133
2001,185,76,Syrian Arab Rep.,Greece,SYR,GRE,SYR,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
2002,185,76,Syrian Arab Rep.,Greece,SYR,GRE,SYR,GRC,0,0,0,5,0,0,5,0,6,0,5,0,0,11,60
2003,185,76,Syrian Arab Rep.,Greece,SYR,GRE,SYR,GRC,0,0,0,7,0,0,7,0,0,14,0,0,0,14,67
2004,185,76,Syrian Arab Rep.,Greece,SYR,GRE,SYR,GRC,0,0,6,6,0,0,12,0,0,0,13,11,0,24,78
2005,185,76,Syrian Arab Rep.,Greece,SYR,GRE,SYR,GRC,0,0,0,0,0,0,0,0,0,0,8,0,0,8,78
2006,185,76,Syrian Arab Rep.,Greece,SYR,GRE,SYR,GRC,0,0,0,0,0,0,0,0,0,0,11,0,0,11,61
2007,185,76,Syrian Arab Rep.,Greece,SYR,GRE,SYR,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439
2008,185,76,Syrian Arab Rep.,Greece,SYR,GRE,SYR,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332
2009,185,76,Syrian Arab Rep.,Greece,SYR,GRE,SYR,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
2010,185,76,Syrian Arab Rep.,Greece,SYR,GRE,SYR,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4466
2011,185,76,Syrian Arab Rep.,Greece,SYR,GRE,SYR,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2012,185,76,Syrian Arab Rep.,Greece,SYR,GRE,SYR,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
2013,185,76,Syrian Arab Rep.,Greece,SYR,GRE,SYR,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9860
2014,185,76,Syrian Arab Rep.,Greece,SYR,GRE,SYR,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4095
2015,185,76,Syrian Arab Rep.,Greece,SYR,GRE,SYR,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9551
2016,185,76,Syrian Arab Rep.,Greece,SYR,GRE,SYR,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28417
2017,185,76,Syrian Arab Rep.,Greece,SYR,GRE,SYR,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23319
2018,185,76,Syrian Arab Rep.,Greece,SYR,GRE,SYR,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38035
2019,185,76,Syrian Arab Rep.,Greece,SYR,GRE,SYR,GRC,0,0,0,0,0,6966,6966,0,0,0,0,0,9199,9199,42861
2020,185,76,Syrian Arab Rep.,Greece,SYR,GRE,SYR,GRC,0,0,0,0,0,2260,2260,0,0,0,0,0,3705,3705,42413
2021,185,76,Syrian Arab Rep.,Greece,SYR,GRE,SYR,GRC,0,0,0,0,0,1365,1365,0,0,0,0,0,2568,2568,43305
2022,185,76,Syrian Arab Rep.,Greece,SYR,GRE,SYR,GRC,0,0,0,0,0,457,457,0,0,0,0,0,2063,2063,45347
2023,185,76,Syrian Arab Rep.,Greece,SYR,GRE,SYR,GRC,2836,3354,1843,11089,305,1642,21069,2250,3997,3428,16545,231,7480,33931,55000
2001,185,94,Syrian Arab Rep.,Italy,SYR,ITA,SYR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
2002,185,94,Syrian Arab Rep.,Italy,SYR,ITA,SYR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
2003,185,94,Syrian Arab Rep.,Italy,SYR,ITA,SYR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
2004,185,94,Syrian Arab Rep.,Italy,SYR,ITA,SYR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
2005,185,94,Syrian Arab Rep.,Italy,SYR,ITA,SYR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
2006,185,94,Syrian Arab Rep.,Italy,SYR,ITA,SYR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
2007,185,94,Syrian Arab Rep.,Italy,SYR,ITA,SYR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
2008,185,94,Syrian Arab Rep.,Italy,SYR,ITA,SYR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220
2009,185,94,Syrian Arab Rep.,Italy,SYR,ITA,SYR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380
2010,185,94,Syrian Arab Rep.,Italy,SYR,ITA,SYR,ITA,0,0,0,0,0,22,22,0,0,0,0,0,36,36,480
2011,185,94,Syrian Arab Rep.,Italy,SYR,ITA,SYR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262
2012,185,94,Syrian Arab Rep.,Italy,SYR,ITA,SYR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952
2013,185,94,Syrian Arab Rep.,Italy,SYR,ITA,SYR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118
2014,185,94,Syrian Arab Rep.,Italy,SYR,ITA,SYR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1475
2015,185,94,Syrian Arab Rep.,Italy,SYR,ITA,SYR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1706
2016,185,94,Syrian Arab Rep.,Italy,SYR,ITA,SYR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3161
2017,185,94,Syrian Arab Rep.,Italy,SYR,ITA,SYR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5314
2018,185,94,Syrian Arab Rep.,Italy,SYR,ITA,SYR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5849
2019,185,94,Syrian Arab Rep.,Italy,SYR,ITA,SYR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5698
2020,185,94,Syrian Arab Rep.,Italy,SYR,ITA,SYR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4545
2021,185,94,Syrian Arab Rep.,Italy,SYR,ITA,SYR,ITA,0,0,0,0,0,340,340,0,0,0,0,0,563,563,4430
2022,185,94,Syrian Arab Rep.,Italy,SYR,ITA,SYR,ITA,0,0,0,0,0,359,359,0,0,0,0,0,552,552,4489
2023,185,94,Syrian Arab Rep.,Italy,SYR,ITA,SYR,ITA,0,0,0,0,0,139,139,0,0,0,0,0,236,236,3978
2001,185,173,Syrian Arab Rep.,Spain,SYR,SPA,SYR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
2002,185,173,Syrian Arab Rep.,Spain,SYR,SPA,SYR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
2003,185,173,Syrian Arab Rep.,Spain,SYR,SPA,SYR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2004,185,173,Syrian Arab Rep.,Spain,SYR,SPA,SYR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
2005,185,173,Syrian Arab Rep.,Spain,SYR,SPA,SYR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
2006,185,173,Syrian Arab Rep.,Spain,SYR,SPA,SYR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
2007,185,173,Syrian Arab Rep.,Spain,SYR,SPA,SYR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
2008,185,173,Syrian Arab Rep.,Spain,SYR,SPA,SYR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
2009,185,173,Syrian Arab Rep.,Spain,SYR,SPA,SYR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
2010,185,173,Syrian Arab Rep.,Spain,SYR,SPA,SYR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,12,12,47
2011,185,173,Syrian Arab Rep.,Spain,SYR,SPA,SYR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
2012,185,173,Syrian Arab Rep.,Spain,SYR,SPA,SYR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352
2013,185,173,Syrian Arab Rep.,Spain,SYR,SPA,SYR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,923
2014,185,173,Syrian Arab Rep.,Spain,SYR,SPA,SYR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2117
2015,185,173,Syrian Arab Rep.,Spain,SYR,SPA,SYR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5272
2016,185,173,Syrian Arab Rep.,Spain,SYR,SPA,SYR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9805
2017,185,173,Syrian Arab Rep.,Spain,SYR,SPA,SYR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14007
2018,185,173,Syrian Arab Rep.,Spain,SYR,SPA,SYR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16085
2019,185,173,Syrian Arab Rep.,Spain,SYR,SPA,SYR,ESP,0,0,0,0,0,1190,1190,0,0,0,0,0,1615,1615,16938
2020,185,173,Syrian Arab Rep.,Spain,SYR,SPA,SYR,ESP,0,0,0,0,0,695,695,0,0,0,0,0,850,850,16205
2021,185,173,Syrian Arab Rep.,Spain,SYR,SPA,SYR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16592
2022,185,173,Syrian Arab Rep.,Spain,SYR,SPA,SYR,ESP,0,0,0,0,0,7529,7529,0,0,0,0,0,9781,9781,17310
2023,185,173,Syrian Arab Rep.,Spain,SYR,SPA,SYR,ESP,0,0,0,0,0,7820,7820,0,0,0,0,0,10073,10073,17893
2012,185,155,Syrian Arab Rep.,Portugal,SYR,POR,SYR,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2013,185,155,Syrian Arab Rep.,Portugal,SYR,POR,SYR,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
